Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,1,1648055738870,1,521,198,1,NaN,Firefox,1_img.png
1,B,1,1648055739073,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,1,1648055739359,0,944,146,NaN,Quia,CRM,3_img.png
1,D,1,1648055739824,0,904,611,0,NaN,CRM,4_img.png
1,E,1,1648055741806,1,597,431,1,NaN,CRM,5_img.png
1,F,1,1648055742006,0,614,440,NaN,NaN,CRM,6_img.png
2,A,2,1648055742233,1,521,191,1,NaN,Firefox,7_img.png
2,B,2,1648055742461,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,8_img.png
2,C,2,1648055742735,0,956,155,NaN,Corporis,CRM,9_img.png
2,D,2,1648055742950,0,946,160,NaN,Recusandae,CRM,10_img.png
2,E,2,1648055743387,0,NaN,NaN,NaN,key.ENTER,Firefox,11_img.png
3,A,1,1648055743990,1,497,209,1,NaN,Firefox,12_img.png
3,B,1,1648055744606,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,13_img.png
3,C,1,1648055745071,0,965,152,NaN,Magni,CRM,14_img.png
3,D,1,1648055746178,0,820,616,0,NaN,CRM,15_img.png
3,E,1,1648055750040,1,659,434,1,NaN,CRM,16_img.png
3,F,1,1648055750498,0,637,429,NaN,NaN,CRM,17_img.png
4,A,1,1648055751021,1,510,202,1,NaN,Firefox,18_img.png
4,B,1,1648055751797,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,19_img.png
4,C,1,1648055752265,0,961,159,NaN,Sint,CRM,20_img.png
4,D,1,1648055753115,0,990,631,0,NaN,CRM,21_img.png
4,E,1,1648055755869,1,668,425,1,NaN,CRM,22_img.png
4,F,1,1648055756091,0,652,447,NaN,NaN,CRM,23_img.png
5,A,1,1648055756331,1,503,207,1,NaN,Firefox,24_img.png
5,B,1,1648055756568,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,25_img.png
5,C,1,1648055756850,0,947,144,NaN,Minima,CRM,26_img.png
5,D,1,1648055757279,0,909,619,0,NaN,CRM,27_img.png
5,E,1,1648055759267,1,611,432,1,NaN,CRM,28_img.png
5,F,1,1648055759460,0,621,444,NaN,NaN,CRM,29_img.png
6,A,1,1648055759669,1,516,195,1,NaN,Firefox,30_img.png
6,B,1,1648055759878,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,31_img.png
6,C,1,1648055760167,0,947,151,NaN,Amet,CRM,32_img.png
6,D,1,1648055760633,0,954,634,0,NaN,CRM,33_img.png
6,E,1,1648055762711,1,662,421,1,NaN,CRM,34_img.png
6,F,1,1648055762914,0,634,428,NaN,NaN,CRM,35_img.png
7,A,1,1648055763121,1,516,191,1,NaN,Firefox,36_img.png
7,B,1,1648055763327,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,37_img.png
7,C,1,1648055763582,0,964,154,NaN,Mollitia,CRM,38_img.png
7,D,1,1648055764122,0,969,633,0,NaN,CRM,39_img.png
7,E,1,1648055767743,1,659,437,1,NaN,CRM,40_img.png
7,F,1,1648055768222,0,658,420,NaN,NaN,CRM,41_img.png
8,A,2,1648055768601,1,505,211,1,NaN,Firefox,42_img.png
8,B,2,1648055769102,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,43_img.png
8,C,2,1648055769636,0,941,140,NaN,Sit,CRM,44_img.png
8,D,2,1648055769985,0,947,142,NaN,Dignissimos,CRM,45_img.png
8,E,2,1648055770834,0,NaN,NaN,NaN,key.ENTER,Firefox,46_img.png
9,A,2,1648055771794,1,507,214,1,NaN,Firefox,47_img.png
9,B,2,1648055772173,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,48_img.png
9,C,2,1648055772548,0,961,160,NaN,Tempore,CRM,49_img.png
9,D,2,1648055773085,0,945,148,NaN,Quod,CRM,50_img.png
9,E,2,1648055773846,0,NaN,NaN,NaN,key.ENTER,Firefox,51_img.png
