Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,1,1648055774434,1,498,194,1,NaN,Firefox,1_img.png
1,B,1,1648055774634,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,1,1648055774902,0,965,143,NaN,Quisquam,CRM,3_img.png
1,D,1,1648055775402,0,917,630,0,NaN,CRM,4_img.png
1,E,1,1648055777693,1,647,435,1,NaN,CRM,5_img.png
1,F,1,1648055777886,0,622,428,NaN,NaN,CRM,6_img.png
2,A,2,1648055778080,1,509,211,1,NaN,Firefox,7_img.png
2,B,2,1648055778278,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,8_img.png
2,C,2,1648055778603,0,961,154,NaN,Totam,CRM,9_img.png
2,D,2,1648055778794,0,951,147,NaN,Illo,CRM,10_img.png
2,E,2,1648055779210,0,NaN,NaN,NaN,key.ENTER,Firefox,11_img.png
3,A,2,1648055779629,1,516,203,1,NaN,Firefox,12_img.png
3,B,2,1648055779820,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,13_img.png
3,C,2,1648055780056,0,948,140,NaN,Libero,CRM,14_img.png
3,D,2,1648055780248,0,945,151,NaN,Tenetur,CRM,15_img.png
3,E,2,1648055780666,0,NaN,NaN,NaN,key.ENTER,Firefox,16_img.png
4,A,2,1648055781115,1,511,202,1,NaN,Firefox,17_img.png
4,B,2,1648055781305,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,18_img.png
4,C,2,1648055781549,0,955,153,NaN,Quo,CRM,19_img.png
4,D,2,1648055781780,0,959,148,NaN,Accusamus,CRM,20_img.png
4,E,2,1648055782213,0,NaN,NaN,NaN,key.ENTER,Firefox,21_img.png
5,A,2,1648055782658,1,517,203,1,NaN,Firefox,22_img.png
5,B,2,1648055782861,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,23_img.png
5,C,2,1648055783140,0,960,150,NaN,Nesciunt,CRM,24_img.png
5,D,2,1648055783352,0,964,144,NaN,Voluptatem,CRM,25_img.png
5,E,2,1648055783846,0,NaN,NaN,NaN,key.ENTER,Firefox,26_img.png
6,A,2,1648055784679,1,512,191,1,NaN,Firefox,27_img.png
6,B,2,1648055785185,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,28_img.png
6,C,2,1648055785747,0,955,142,NaN,Dolore,CRM,29_img.png
6,D,2,1648055786284,0,948,147,NaN,A,CRM,30_img.png
6,E,2,1648055787173,0,NaN,NaN,NaN,key.ENTER,Firefox,31_img.png
7,A,1,1648055788224,1,504,200,1,NaN,Firefox,32_img.png
7,B,1,1648055788771,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,33_img.png
7,C,1,1648055789162,0,946,152,NaN,Explicabo,CRM,34_img.png
7,D,1,1648055790202,0,932,625,0,NaN,CRM,35_img.png
7,E,1,1648055794219,1,671,439,1,NaN,CRM,36_img.png
7,F,1,1648055794667,0,630,424,NaN,NaN,CRM,37_img.png
8,A,1,1648055794883,1,497,209,1,NaN,Firefox,38_img.png
8,B,1,1648055795236,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,39_img.png
8,C,1,1648055795663,0,962,155,NaN,Vero,CRM,40_img.png
8,D,1,1648055796230,0,862,618,0,NaN,CRM,41_img.png
8,E,1,1648055799000,1,666,442,1,NaN,CRM,42_img.png
8,F,1,1648055799205,0,614,435,NaN,NaN,CRM,43_img.png
9,A,2,1648055799412,1,503,198,1,NaN,Firefox,44_img.png
9,B,2,1648055799634,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,45_img.png
9,C,2,1648055799906,0,949,145,NaN,Consequuntur,CRM,46_img.png
9,D,2,1648055800167,0,961,143,NaN,Similique,CRM,47_img.png
9,E,2,1648055800620,0,NaN,NaN,NaN,key.ENTER,Firefox,48_img.png
10,A,2,1648055801110,1,523,210,1,NaN,Firefox,49_img.png
10,B,2,1648055801313,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,50_img.png
10,C,2,1648055801597,0,940,142,NaN,Soluta,CRM,51_img.png
10,D,2,1648055801897,0,963,152,NaN,Quibusdam,CRM,52_img.png
10,E,2,1648055802385,0,NaN,NaN,NaN,key.ENTER,Firefox,53_img.png
11,A,1,1648055802885,1,497,197,1,NaN,Firefox,54_img.png
11,B,1,1648055803085,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,55_img.png
11,C,1,1648055803416,0,953,159,NaN,Corrupti,CRM,56_img.png
11,D,1,1648055803953,0,1010,635,0,NaN,CRM,57_img.png
11,E,1,1648055807405,1,646,422,1,NaN,CRM,58_img.png
11,F,1,1648055807909,0,645,444,NaN,NaN,CRM,59_img.png
12,A,2,1648055808240,1,522,207,1,NaN,Firefox,60_img.png
12,B,2,1648055808878,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,61_img.png
12,C,2,1648055809357,0,941,145,NaN,Exercitationem,CRM,62_img.png
12,D,2,1648055809810,0,960,145,NaN,Ut,CRM,63_img.png
12,E,2,1648055810831,0,NaN,NaN,NaN,key.ENTER,Firefox,64_img.png
13,A,1,1648055811857,1,522,208,1,NaN,Firefox,65_img.png
13,B,1,1648055812331,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,66_img.png
13,C,1,1648055812710,0,954,144,NaN,Quis,CRM,67_img.png
13,D,1,1648055813559,0,956,618,0,NaN,CRM,68_img.png
13,E,1,1648055816921,1,647,428,1,NaN,CRM,69_img.png
13,F,1,1648055817126,0,601,421,NaN,NaN,CRM,70_img.png
14,A,2,1648055817340,1,518,199,1,NaN,Firefox,71_img.png
14,B,2,1648055817555,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,72_img.png
14,C,2,1648055817845,0,950,142,NaN,Velit,CRM,73_img.png
14,D,2,1648055818046,0,966,158,NaN,Atque,CRM,74_img.png
14,E,2,1648055818529,0,NaN,NaN,NaN,key.ENTER,Firefox,75_img.png
15,A,1,1648055819019,1,509,194,1,NaN,Firefox,76_img.png
15,B,1,1648055819221,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,77_img.png
15,C,1,1648055819479,0,961,148,NaN,Eveniet,CRM,78_img.png
15,D,1,1648055819939,0,971,622,0,NaN,CRM,79_img.png
15,E,1,1648055822009,1,598,422,1,NaN,CRM,80_img.png
15,F,1,1648055822218,0,613,415,NaN,NaN,CRM,81_img.png
16,A,1,1648055822423,1,515,194,1,NaN,Firefox,82_img.png
16,B,1,1648055822645,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,83_img.png
16,C,1,1648055822907,0,948,159,NaN,Enim,CRM,84_img.png
16,D,1,1648055823383,0,955,622,0,NaN,CRM,85_img.png
16,E,1,1648055827272,1,621,429,1,NaN,CRM,86_img.png
16,F,1,1648055828489,0,598,420,NaN,NaN,CRM,87_img.png
17,A,2,1648055828853,1,515,212,1,NaN,Firefox,88_img.png
17,B,2,1648055829212,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,89_img.png
17,C,2,1648055830607,0,945,154,NaN,Nulla,CRM,90_img.png
17,D,2,1648055832987,0,944,145,NaN,Saepe,CRM,91_img.png
17,E,2,1648055835348,0,NaN,NaN,NaN,key.ENTER,Firefox,92_img.png
18,A,1,1648055836412,1,513,207,1,NaN,Firefox,93_img.png
18,B,1,1648055837254,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,94_img.png
18,C,1,1648055839452,0,947,154,NaN,Nobis,CRM,95_img.png
18,D,1,1648055841268,0,948,615,0,NaN,CRM,96_img.png
18,E,1,1648055849087,1,631,428,1,NaN,CRM,97_img.png
18,F,1,1648055850174,0,623,437,NaN,NaN,CRM,98_img.png
