Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,2,1648056421666,1,511,215,1,NaN,Firefox,1_img.png
1,B,2,1648056421865,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,2,1648056422330,0,964,160,NaN,Accusantium,CRM,3_img.png
1,D,2,1648056422830,0,974,640,0,NaN,CRM,4_img.png
1,G,2,1648056425838,0,NaN,NaN,NaN,key.ENTER,Firefox,5_img.png
2,A,1,1648056426056,1,517,200,1,NaN,Firefox,6_img.png
2,B,1,1648056426343,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,7_img.png
2,C,1,1648056426954,0,948,158,NaN,Aspernatur,CRM,8_img.png
2,D,1,1648056427739,0,926,626,0,NaN,CRM,9_img.png
2,E,1,1648056430723,1,668,423,1,NaN,CRM,10_img.png
2,F,1,1648056431125,0,626,427,NaN,NaN,CRM,11_img.png
3,A,1,1648056431514,1,515,190,1,NaN,Firefox,12_img.png
3,B,1,1648056431897,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,13_img.png
3,C,1,1648056432545,0,944,150,NaN,Voluptas,CRM,14_img.png
3,D,1,1648056433448,0,848,626,0,NaN,CRM,15_img.png
3,E,1,1648056435573,1,639,429,1,NaN,CRM,16_img.png
3,F,1,1648056435795,0,603,429,NaN,NaN,CRM,17_img.png
4,A,2,1648056435996,1,510,207,1,NaN,Firefox,18_img.png
4,B,2,1648056436212,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,19_img.png
4,C,2,1648056436676,0,960,157,NaN,Sit,CRM,20_img.png
4,D,2,1648056437152,0,860,620,0,NaN,CRM,21_img.png
4,G,2,1648056439129,0,NaN,NaN,NaN,key.ENTER,Firefox,22_img.png
5,A,1,1648056439341,1,518,208,1,NaN,Firefox,23_img.png
5,B,1,1648056439553,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,24_img.png
5,C,1,1648056440109,0,943,149,NaN,Voluptate,CRM,25_img.png
5,D,1,1648056440621,0,871,618,0,NaN,CRM,26_img.png
5,E,1,1648056442829,1,599,439,1,NaN,CRM,27_img.png
5,F,1,1648056443040,0,631,441,NaN,NaN,CRM,28_img.png
6,A,2,1648056443257,1,524,193,1,NaN,Firefox,29_img.png
6,B,2,1648056443478,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,30_img.png
6,C,2,1648056444204,0,963,140,NaN,Obcaecati,CRM,31_img.png
6,D,2,1648056445845,0,1004,640,0,NaN,CRM,32_img.png
6,G,2,1648056449406,0,NaN,NaN,NaN,key.ENTER,Firefox,33_img.png
7,A,2,1648056450294,1,513,203,1,NaN,Firefox,34_img.png
7,B,2,1648056451269,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,35_img.png
7,C,2,1648056452136,0,964,151,NaN,Optio,CRM,36_img.png
7,D,2,1648056453585,0,848,620,0,NaN,CRM,37_img.png
7,G,2,1648056455654,0,NaN,NaN,NaN,key.ENTER,Firefox,38_img.png
8,A,2,1648056455862,1,502,190,1,NaN,Firefox,39_img.png
8,B,2,1648056456075,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,40_img.png
8,C,2,1648056456596,0,955,160,NaN,Totam,CRM,41_img.png
8,D,2,1648056457075,0,979,624,0,NaN,CRM,42_img.png
8,G,2,1648056459188,0,NaN,NaN,NaN,key.ENTER,Firefox,43_img.png
9,A,1,1648056459415,1,496,200,1,NaN,Firefox,44_img.png
9,B,1,1648056459640,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,45_img.png
9,C,1,1648056460134,0,950,153,NaN,Nobis,CRM,46_img.png
9,D,1,1648056460598,0,952,608,0,NaN,CRM,47_img.png
9,E,1,1648056463159,1,632,445,1,NaN,CRM,48_img.png
9,F,1,1648056463401,0,601,419,NaN,NaN,CRM,49_img.png
