Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,1,1648056321821,1,521,203,1,NaN,Firefox,1_img.png
1,B,1,1648056322067,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,1,1648056322543,0,952,148,NaN,Recusandae,CRM,3_img.png
1,D,1,1648056322927,0,866,622,0,NaN,CRM,4_img.png
1,E,1,1648056327850,1,653,432,1,NaN,CRM,5_img.png
1,F,1,1648056328207,0,639,444,NaN,NaN,CRM,6_img.png
2,A,1,1648056328643,1,502,202,1,NaN,Firefox,7_img.png
2,B,1,1648056329010,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,8_img.png
2,C,1,1648056329689,0,942,159,NaN,Corporis,CRM,9_img.png
2,D,1,1648056330456,0,947,620,0,NaN,CRM,10_img.png
2,E,1,1648056333836,1,669,443,1,NaN,CRM,11_img.png
2,F,1,1648056334508,0,634,420,NaN,NaN,CRM,12_img.png
3,A,1,1648056334985,1,518,195,1,NaN,Firefox,13_img.png
3,B,1,1648056335212,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,14_img.png
3,C,1,1648056335706,0,959,147,NaN,Voluptatum,CRM,15_img.png
3,D,1,1648056336162,0,894,628,0,NaN,CRM,16_img.png
3,E,1,1648056338638,1,663,415,1,NaN,CRM,17_img.png
3,F,1,1648056338845,0,627,415,NaN,NaN,CRM,18_img.png
4,A,1,1648056339060,1,522,200,1,NaN,Firefox,19_img.png
4,B,1,1648056339280,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,20_img.png
4,C,1,1648056339829,0,946,140,NaN,Fuga,CRM,21_img.png
4,D,1,1648056340216,0,833,627,0,NaN,CRM,22_img.png
4,E,1,1648056342149,1,644,444,1,NaN,CRM,23_img.png
4,F,1,1648056342356,0,605,430,NaN,NaN,CRM,24_img.png
5,A,1,1648056342564,1,501,195,1,NaN,Firefox,25_img.png
5,B,1,1648056342788,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,26_img.png
5,C,1,1648056343263,0,951,141,NaN,Voluptatum,CRM,27_img.png
5,D,1,1648056343650,0,815,615,0,NaN,CRM,28_img.png
5,E,1,1648056347728,1,662,416,1,NaN,CRM,29_img.png
5,F,1,1648056347951,0,615,440,NaN,NaN,CRM,30_img.png
6,A,1,1648056348174,1,501,198,1,NaN,Firefox,31_img.png
6,B,1,1648056348376,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,32_img.png
6,C,1,1648056348846,0,957,144,NaN,Esse,CRM,33_img.png
6,D,1,1648056349247,0,997,624,0,NaN,CRM,34_img.png
6,E,1,1648056351117,1,667,432,1,NaN,CRM,35_img.png
6,F,1,1648056351332,0,662,448,NaN,NaN,CRM,36_img.png
7,A,1,1648056351561,1,502,193,1,NaN,Firefox,37_img.png
7,B,1,1648056351778,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,38_img.png
7,C,1,1648056352249,0,951,160,NaN,Aliquid,CRM,39_img.png
7,D,1,1648056352662,0,930,624,0,NaN,CRM,40_img.png
7,E,1,1648056354535,1,601,427,1,NaN,CRM,41_img.png
7,F,1,1648056354756,0,622,416,NaN,NaN,CRM,42_img.png
8,A,1,1648056354980,1,502,207,1,NaN,Firefox,43_img.png
8,B,1,1648056355204,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,44_img.png
8,C,1,1648056355736,0,962,152,NaN,Natus,CRM,45_img.png
8,D,1,1648056356148,0,839,625,0,NaN,CRM,46_img.png
8,E,1,1648056358110,1,618,447,1,NaN,CRM,47_img.png
8,F,1,1648056358334,0,657,426,NaN,NaN,CRM,48_img.png
9,A,2,1648056358561,1,511,200,1,NaN,Firefox,49_img.png
9,B,2,1648056358783,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,50_img.png
9,C,2,1648056359262,0,943,143,NaN,Nihil,CRM,51_img.png
9,D,2,1648056359681,0,821,637,0,NaN,CRM,52_img.png
9,G,2,1648056361630,0,NaN,NaN,NaN,key.ENTER,Firefox,53_img.png
10,A,2,1648056361841,1,519,193,1,NaN,Firefox,54_img.png
10,B,2,1648056362052,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,55_img.png
10,C,2,1648056362527,0,956,154,NaN,Quo,CRM,56_img.png
10,D,2,1648056362944,0,924,635,0,NaN,CRM,57_img.png
10,G,2,1648056366355,0,NaN,NaN,NaN,key.ENTER,Firefox,58_img.png
11,A,1,1648056367000,1,515,202,1,NaN,Firefox,59_img.png
11,B,1,1648056367847,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,60_img.png
11,C,1,1648056368733,0,960,160,NaN,Ratione,CRM,61_img.png
11,D,1,1648056369238,0,1004,616,0,NaN,CRM,62_img.png
11,E,1,1648056371200,1,631,423,1,NaN,CRM,63_img.png
11,F,1,1648056371420,0,650,423,NaN,NaN,CRM,64_img.png
12,A,2,1648056371633,1,499,208,1,NaN,Firefox,65_img.png
12,B,2,1648056371844,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,66_img.png
12,C,2,1648056372310,0,965,142,NaN,Similique,CRM,67_img.png
12,D,2,1648056372730,0,1005,619,0,NaN,CRM,68_img.png
12,G,2,1648056374925,0,NaN,NaN,NaN,key.ENTER,Firefox,69_img.png
13,A,2,1648056375138,1,511,192,1,NaN,Firefox,70_img.png
13,B,2,1648056375342,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,71_img.png
13,C,2,1648056375830,0,963,141,NaN,Laudantium,CRM,72_img.png
13,D,2,1648056376245,0,927,609,0,NaN,CRM,73_img.png
13,G,2,1648056378227,0,NaN,NaN,NaN,key.ENTER,Firefox,74_img.png
14,A,1,1648056378443,1,499,192,1,NaN,Firefox,75_img.png
14,B,1,1648056378658,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,76_img.png
14,C,1,1648056379120,0,960,154,NaN,Illo,CRM,77_img.png
14,D,1,1648056379542,0,933,635,0,NaN,CRM,78_img.png
14,E,1,1648056381376,1,637,431,1,NaN,CRM,79_img.png
14,F,1,1648056381591,0,637,445,NaN,NaN,CRM,80_img.png
15,A,2,1648056381808,1,520,203,1,NaN,Firefox,81_img.png
15,B,2,1648056382059,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,82_img.png
15,C,2,1648056382533,0,942,156,NaN,Quia,CRM,83_img.png
15,D,2,1648056382944,0,872,632,0,NaN,CRM,84_img.png
15,G,2,1648056385860,0,NaN,NaN,NaN,key.ENTER,Firefox,85_img.png
16,A,2,1648056386628,1,510,210,1,NaN,Firefox,86_img.png
16,B,2,1648056386908,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,87_img.png
16,C,2,1648056387375,0,952,148,NaN,Labore,CRM,88_img.png
16,D,2,1648056387769,0,998,637,0,NaN,CRM,89_img.png
16,G,2,1648056389788,0,NaN,NaN,NaN,key.ENTER,Firefox,90_img.png
17,A,1,1648056390003,1,517,196,1,NaN,Firefox,91_img.png
17,B,1,1648056390223,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,92_img.png
17,C,1,1648056390697,0,963,158,NaN,Enim,CRM,93_img.png
17,D,1,1648056391107,0,890,627,0,NaN,CRM,94_img.png
17,E,1,1648056393085,1,638,436,1,NaN,CRM,95_img.png
17,F,1,1648056393305,0,661,443,NaN,NaN,CRM,96_img.png
18,A,1,1648056393524,1,516,190,1,NaN,Firefox,97_img.png
18,B,1,1648056393737,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,98_img.png
18,C,1,1648056394232,0,953,158,NaN,Tenetur,CRM,99_img.png
18,D,1,1648056394653,0,963,625,0,NaN,CRM,100_img.png
18,E,1,1648056396575,1,659,423,1,NaN,CRM,101_img.png
18,F,1,1648056396784,0,604,437,NaN,NaN,CRM,102_img.png
