Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,2,1648055712916,1,508,210,1,NaN,Firefox,1_img.png
1,B,2,1648055713114,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,2,1648055713378,0,941,140,NaN,Et,CRM,3_img.png
1,D,2,1648055713582,0,956,159,NaN,Saepe,CRM,4_img.png
1,E,2,1648055714062,0,NaN,NaN,NaN,key.ENTER,Firefox,5_img.png
2,A,1,1648055714548,1,509,203,1,NaN,Firefox,6_img.png
2,B,1,1648055714757,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,7_img.png
2,C,1,1648055715042,0,950,146,NaN,Doloremque,CRM,8_img.png
2,D,1,1648055715559,0,971,622,0,NaN,CRM,9_img.png
2,E,1,1648055717596,1,614,420,1,NaN,CRM,10_img.png
2,F,1,1648055717818,0,634,445,NaN,NaN,CRM,11_img.png
3,A,2,1648055718052,1,516,189,1,NaN,Firefox,12_img.png
3,B,2,1648055718265,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,13_img.png
3,C,2,1648055718494,0,948,159,NaN,Voluptatum,CRM,14_img.png
3,D,2,1648055718710,0,964,140,NaN,Quibusdam,CRM,15_img.png
3,E,2,1648055719285,0,NaN,NaN,NaN,key.ENTER,Firefox,16_img.png
4,A,2,1648055719742,1,500,189,1,NaN,Firefox,17_img.png
4,B,2,1648055720010,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,18_img.png
4,C,2,1648055720283,0,962,152,NaN,Cumque,CRM,19_img.png
4,D,2,1648055720495,0,956,147,NaN,Repellendus,CRM,20_img.png
4,E,2,1648055720963,0,NaN,NaN,NaN,key.ENTER,Firefox,21_img.png
5,A,1,1648055721454,1,511,204,1,NaN,Firefox,22_img.png
5,B,1,1648055721720,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,23_img.png
5,C,1,1648055721985,0,964,149,NaN,Amet,CRM,24_img.png
5,D,1,1648055722434,0,892,623,0,NaN,CRM,25_img.png
5,E,1,1648055724911,1,601,447,1,NaN,CRM,26_img.png
5,F,1,1648055725277,0,625,422,NaN,NaN,CRM,27_img.png
6,A,1,1648055725588,1,520,207,1,NaN,Firefox,28_img.png
6,B,1,1648055725881,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,29_img.png
6,C,1,1648055726293,0,947,140,NaN,Recusandae,CRM,30_img.png
6,D,1,1648055726852,0,839,629,0,NaN,CRM,31_img.png
6,E,1,1648055729630,1,667,422,1,NaN,CRM,32_img.png
6,F,1,1648055729998,0,666,425,NaN,NaN,CRM,33_img.png
7,A,1,1648055730345,1,506,209,1,NaN,Firefox,34_img.png
7,B,1,1648055730853,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,35_img.png
7,C,1,1648055731270,0,945,154,NaN,Quae,CRM,36_img.png
7,D,1,1648055732153,0,957,631,0,NaN,CRM,37_img.png
7,E,1,1648055735033,1,606,440,1,NaN,CRM,38_img.png
7,F,1,1648055735264,0,650,441,NaN,NaN,CRM,39_img.png
8,A,2,1648055735489,1,524,193,1,NaN,Firefox,40_img.png
8,B,2,1648055735721,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,41_img.png
8,C,2,1648055736005,0,943,140,NaN,Nemo,CRM,42_img.png
8,D,2,1648055736214,0,965,141,NaN,Aut,CRM,43_img.png
8,E,2,1648055736706,0,NaN,NaN,NaN,key.ENTER,Firefox,44_img.png
9,A,2,1648055737186,1,507,192,1,NaN,Firefox,45_img.png
9,B,2,1648055737389,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,46_img.png
9,C,2,1648055737650,0,954,158,NaN,Praesentium,CRM,47_img.png
9,D,2,1648055737882,0,956,148,NaN,Voluptatum,CRM,48_img.png
9,E,2,1648055738401,0,NaN,NaN,NaN,key.ENTER,Firefox,49_img.png
