Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,1,1648056120408,1,522,206,1,NaN,Firefox,1_img.png
1,B,1,1648056120626,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,1,1648056121090,0,964,150,NaN,Minima,CRM,3_img.png
1,D,1,1648056121479,0,915,618,0,NaN,CRM,4_img.png
1,E,1,1648056123443,1,640,442,1,NaN,CRM,5_img.png
1,F,1,1648056123678,0,639,436,NaN,NaN,CRM,6_img.png
2,A,2,1648056123922,1,511,189,1,NaN,Firefox,7_img.png
2,B,2,1648056124494,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,8_img.png
2,C,2,1648056125255,0,941,149,NaN,Quaerat,CRM,9_img.png
2,D,2,1648056126032,0,945,635,0,NaN,CRM,10_img.png
2,G,2,1648056128911,0,NaN,NaN,NaN,key.ENTER,Firefox,11_img.png
