Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,1,1648055704153,1,514,189,1,NaN,Firefox,1_img.png
1,B,1,1648055704611,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,1,1648055705048,0,962,143,NaN,Officiis,CRM,3_img.png
1,D,1,1648055705956,0,976,630,0,NaN,CRM,4_img.png
1,E,1,1648055709535,1,627,437,1,NaN,CRM,5_img.png
1,F,1,1648055710011,0,633,433,NaN,NaN,CRM,6_img.png
2,A,2,1648055710490,1,502,213,1,NaN,Firefox,7_img.png
2,B,2,1648055710916,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,8_img.png
2,C,2,1648055711387,0,949,154,NaN,Fugit,CRM,9_img.png
2,D,2,1648055711845,0,960,156,NaN,Error,CRM,10_img.png
2,E,2,1648055712420,0,NaN,NaN,NaN,key.ENTER,Firefox,11_img.png
