Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,2,1648056129281,1,515,207,1,NaN,Firefox,1_img.png
1,B,2,1648056129793,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,2,1648056130532,0,956,157,NaN,Consectetur,CRM,3_img.png
1,D,2,1648056131219,0,984,636,0,NaN,CRM,4_img.png
1,G,2,1648056133990,0,NaN,NaN,NaN,key.ENTER,Firefox,5_img.png
2,A,2,1648056134687,1,501,192,1,NaN,Firefox,6_img.png
2,B,2,1648056135643,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,7_img.png
2,C,2,1648056136428,0,954,145,NaN,Repellendus,CRM,8_img.png
2,D,2,1648056136899,0,988,624,0,NaN,CRM,9_img.png
2,G,2,1648056138894,0,NaN,NaN,NaN,key.ENTER,Firefox,10_img.png
3,A,1,1648056139114,1,503,203,1,NaN,Firefox,11_img.png
3,B,1,1648056139342,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,12_img.png
3,C,1,1648056139875,0,950,150,NaN,Architecto,CRM,13_img.png
3,D,1,1648056140282,0,914,638,0,NaN,CRM,14_img.png
3,E,1,1648056142325,1,659,422,1,NaN,CRM,15_img.png
3,F,1,1648056142549,0,597,419,NaN,NaN,CRM,16_img.png
4,A,2,1648056142766,1,502,191,1,NaN,Firefox,17_img.png
4,B,2,1648056142978,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,18_img.png
4,C,2,1648056143576,0,954,153,NaN,Fugiat,CRM,19_img.png
4,D,2,1648056144073,0,904,615,0,NaN,CRM,20_img.png
4,G,2,1648056150908,0,NaN,NaN,NaN,key.ENTER,Firefox,21_img.png
5,A,1,1648056151155,1,507,211,1,NaN,Firefox,22_img.png
5,B,1,1648056151382,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,23_img.png
5,C,1,1648056151927,0,942,147,NaN,Officiis,CRM,24_img.png
5,D,1,1648056152319,0,936,629,0,NaN,CRM,25_img.png
5,E,1,1648056154656,1,663,415,1,NaN,CRM,26_img.png
5,F,1,1648056155339,0,597,416,NaN,NaN,CRM,27_img.png
6,A,2,1648056155944,1,525,209,1,NaN,Firefox,28_img.png
6,B,2,1648056156403,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,29_img.png
6,C,2,1648056156892,0,951,159,NaN,Tempore,CRM,30_img.png
6,D,2,1648056157288,0,897,638,0,NaN,CRM,31_img.png
6,G,2,1648056159339,0,NaN,NaN,NaN,key.ENTER,Firefox,32_img.png
7,A,2,1648056159541,1,516,193,1,NaN,Firefox,33_img.png
7,B,2,1648056159754,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,34_img.png
7,C,2,1648056160235,0,955,150,NaN,Culpa,CRM,35_img.png
7,D,2,1648056160632,0,880,613,0,NaN,CRM,36_img.png
7,G,2,1648056166103,0,NaN,NaN,NaN,key.ENTER,Firefox,37_img.png
8,A,1,1648056168132,1,517,210,1,NaN,Firefox,38_img.png
8,B,1,1648056168903,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,39_img.png
8,C,1,1648056170715,0,960,157,NaN,Laudantium,CRM,40_img.png
8,D,1,1648056171611,0,933,617,0,NaN,CRM,41_img.png
8,E,1,1648056177287,1,640,435,1,NaN,CRM,42_img.png
8,F,1,1648056177510,0,657,435,NaN,NaN,CRM,43_img.png
9,A,1,1648056177718,1,521,198,1,NaN,Firefox,44_img.png
9,B,1,1648056177936,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,45_img.png
9,C,1,1648056178400,0,949,142,NaN,Voluptate,CRM,46_img.png
9,D,1,1648056178829,0,848,631,0,NaN,CRM,47_img.png
9,E,1,1648056180734,1,652,422,1,NaN,CRM,48_img.png
9,F,1,1648056180956,0,651,433,NaN,NaN,CRM,49_img.png
