Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,1,1648055850908,1,508,211,1,NaN,Firefox,1_img.png
1,B,1,1648055851996,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,1,1648055852962,0,960,146,NaN,Itaque,CRM,3_img.png
1,D,1,1648055854754,0,834,610,0,NaN,CRM,4_img.png
1,E,1,1648055860002,1,614,447,1,NaN,CRM,5_img.png
1,F,1,1648055860530,0,664,428,NaN,NaN,CRM,6_img.png
2,A,2,1648055861130,1,514,207,1,NaN,Firefox,7_img.png
2,B,2,1648055862712,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,8_img.png
2,C,2,1648055864022,0,960,147,NaN,Consequuntur,CRM,9_img.png
2,D,2,1648055864983,0,944,145,NaN,Dolorum,CRM,10_img.png
2,E,2,1648055866422,0,NaN,NaN,NaN,key.ENTER,Firefox,11_img.png
3,A,1,1648055870918,1,497,210,1,NaN,Firefox,12_img.png
3,B,1,1648055873141,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,13_img.png
3,C,1,1648055874891,0,958,150,NaN,Consequuntur,CRM,14_img.png
3,D,1,1648055876929,0,911,624,0,NaN,CRM,15_img.png
3,E,1,1648055883893,1,627,448,1,NaN,CRM,16_img.png
3,F,1,1648055885361,0,639,427,NaN,NaN,CRM,17_img.png
4,A,2,1648055886519,1,496,202,1,NaN,Firefox,18_img.png
4,B,2,1648055887720,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,19_img.png
4,C,2,1648055888141,0,951,153,NaN,Error,CRM,20_img.png
4,D,2,1648055888758,0,946,141,NaN,Ipsa,CRM,21_img.png
4,E,2,1648055889890,0,NaN,NaN,NaN,key.ENTER,Firefox,22_img.png
5,A,2,1648055891502,1,506,210,1,NaN,Firefox,23_img.png
5,B,2,1648055891893,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,24_img.png
5,C,2,1648055892221,0,952,146,NaN,Veritatis,CRM,25_img.png
5,D,2,1648055893409,0,956,142,NaN,Harum,CRM,26_img.png
5,E,2,1648055894275,0,NaN,NaN,NaN,key.ENTER,Firefox,27_img.png
6,A,1,1648055896343,1,520,192,1,NaN,Firefox,28_img.png
6,B,1,1648055897922,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,29_img.png
6,C,1,1648055898821,0,965,156,NaN,Architecto,CRM,30_img.png
6,D,1,1648055899932,0,937,636,0,NaN,CRM,31_img.png
6,E,1,1648055907437,1,597,423,1,NaN,CRM,32_img.png
6,F,1,1648055909551,0,613,427,NaN,NaN,CRM,33_img.png
7,A,1,1648055910454,1,508,198,1,NaN,Firefox,34_img.png
7,B,1,1648055911740,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,35_img.png
7,C,1,1648055913110,0,958,154,NaN,Nam,CRM,36_img.png
7,D,1,1648055915428,0,817,635,0,NaN,CRM,37_img.png
7,E,1,1648055927632,1,642,440,1,NaN,CRM,38_img.png
7,F,1,1648055930334,0,616,436,NaN,NaN,CRM,39_img.png
8,A,1,1648055932303,1,512,200,1,NaN,Firefox,40_img.png
8,B,1,1648055934043,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,41_img.png
8,C,1,1648055935024,0,949,156,NaN,A,CRM,42_img.png
8,D,1,1648055936702,0,847,631,0,NaN,CRM,43_img.png
8,E,1,1648055950542,1,636,413,1,NaN,CRM,44_img.png
8,F,1,1648055951096,0,658,429,NaN,NaN,CRM,45_img.png
9,A,1,1648055951837,1,513,208,1,NaN,Firefox,46_img.png
9,B,1,1648055952751,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,47_img.png
9,C,1,1648055953213,0,945,143,NaN,Officiis,CRM,48_img.png
9,D,1,1648055954459,0,1001,609,0,NaN,CRM,49_img.png
9,E,1,1648055960344,1,646,438,1,NaN,CRM,50_img.png
9,F,1,1648055960706,0,612,420,NaN,NaN,CRM,51_img.png
10,A,1,1648055961158,1,499,192,1,NaN,Firefox,52_img.png
10,B,1,1648055961672,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,53_img.png
10,C,1,1648055962281,0,951,154,NaN,Dolorum,CRM,54_img.png
10,D,1,1648055963201,0,1009,631,0,NaN,CRM,55_img.png
10,E,1,1648055966414,1,628,438,1,NaN,CRM,56_img.png
10,F,1,1648055966892,0,633,442,NaN,NaN,CRM,57_img.png
11,A,2,1648055967408,1,514,205,1,NaN,Firefox,58_img.png
11,B,2,1648055967933,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,59_img.png
11,C,2,1648055968463,0,943,144,NaN,Possimus,CRM,60_img.png
11,D,2,1648055968861,0,941,152,NaN,Beatae,CRM,61_img.png
11,E,2,1648055969836,0,NaN,NaN,NaN,key.ENTER,Firefox,62_img.png
12,A,1,1648055970633,1,514,204,1,NaN,Firefox,63_img.png
12,B,1,1648055970991,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,64_img.png
12,C,1,1648055971515,0,941,145,NaN,Ratione,CRM,65_img.png
12,D,1,1648055972446,0,933,613,0,NaN,CRM,66_img.png
12,E,1,1648055974510,1,660,435,1,NaN,CRM,67_img.png
12,F,1,1648055974707,0,598,417,NaN,NaN,CRM,68_img.png
13,A,1,1648055974919,1,523,204,1,NaN,Firefox,69_img.png
13,B,1,1648055975134,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,70_img.png
13,C,1,1648055975375,0,943,160,NaN,In,CRM,71_img.png
13,D,1,1648055975879,0,876,637,0,NaN,CRM,72_img.png
13,E,1,1648055978023,1,631,425,1,NaN,CRM,73_img.png
