Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,1,1648055547222,1,518,191,1,NaN,Firefox,1_img.png
1,B,1,1648055548066,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,1,1648055548599,0,945,142,NaN,Reiciendis,CRM,3_img.png
1,D,1,1648055549037,0,1009,615,0,NaN,CRM,4_img.png
1,E,1,1648055551259,1,627,439,1,NaN,CRM,5_img.png
1,F,1,1648055551478,0,614,442,NaN,NaN,CRM,6_img.png
2,A,2,1648055551686,1,504,203,1,NaN,Firefox,7_img.png
2,B,2,1648055551913,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,8_img.png
2,C,2,1648055552088,0,964,155,NaN,Saepe,CRM,9_img.png
2,D,2,1648055552304,0,947,141,NaN,Dolor,CRM,10_img.png
2,E,2,1648055552770,0,NaN,NaN,NaN,key.ENTER,Firefox,11_img.png
3,A,1,1648055553219,1,498,205,1,NaN,Firefox,12_img.png
3,B,1,1648055553430,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,13_img.png
3,C,1,1648055553630,0,945,144,NaN,Dolorem,CRM,14_img.png
3,D,1,1648055554028,0,987,626,0,NaN,CRM,15_img.png
3,E,1,1648055556123,1,671,418,1,NaN,CRM,16_img.png
3,F,1,1648055556320,0,648,444,NaN,NaN,CRM,17_img.png
4,A,1,1648055556539,1,516,199,1,NaN,Firefox,18_img.png
4,B,1,1648055556758,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,19_img.png
4,C,1,1648055557119,0,959,149,NaN,Corrupti,CRM,20_img.png
4,D,1,1648055557566,0,926,625,0,NaN,CRM,21_img.png
4,E,1,1648055559602,1,601,444,1,NaN,CRM,22_img.png
4,F,1,1648055559802,0,602,447,NaN,NaN,CRM,23_img.png
5,A,2,1648055560017,1,509,211,1,NaN,Firefox,24_img.png
5,B,2,1648055560226,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,25_img.png
5,C,2,1648055560391,0,962,158,NaN,Adipisci,CRM,26_img.png
5,D,2,1648055560599,0,946,146,NaN,Libero,CRM,27_img.png
5,E,2,1648055561022,0,NaN,NaN,NaN,key.ENTER,Firefox,28_img.png
6,A,1,1648055561439,1,496,198,1,NaN,Firefox,29_img.png
6,B,1,1648055561657,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,30_img.png
6,C,1,1648055561824,0,960,151,NaN,Voluptates,CRM,31_img.png
6,D,1,1648055562179,0,914,628,0,NaN,CRM,32_img.png
6,E,1,1648055564575,1,600,422,1,NaN,CRM,33_img.png
6,F,1,1648055565472,0,633,423,NaN,NaN,CRM,34_img.png
7,A,1,1648055566208,1,522,202,1,NaN,Firefox,35_img.png
7,B,1,1648055566861,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,36_img.png
7,C,1,1648055567059,0,959,144,NaN,Cum,CRM,37_img.png
7,D,1,1648055567454,0,957,614,0,NaN,CRM,38_img.png
7,E,1,1648055569308,1,622,437,1,NaN,CRM,39_img.png
7,F,1,1648055569523,0,637,429,NaN,NaN,CRM,40_img.png
8,A,1,1648055569735,1,500,202,1,NaN,Firefox,41_img.png
8,B,1,1648055569960,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,42_img.png
8,C,1,1648055570168,0,953,150,NaN,Cum,CRM,43_img.png
8,D,1,1648055570569,0,952,628,0,NaN,CRM,44_img.png
8,E,1,1648055572609,1,634,415,1,NaN,CRM,45_img.png
8,F,1,1648055572808,0,615,435,NaN,NaN,CRM,46_img.png
9,A,2,1648055573021,1,519,198,1,NaN,Firefox,47_img.png
9,B,2,1648055573254,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,48_img.png
9,C,2,1648055573456,0,955,140,NaN,Doloribus,CRM,49_img.png
9,D,2,1648055573666,0,950,142,NaN,Sequi,CRM,50_img.png
9,E,2,1648055574066,0,NaN,NaN,NaN,key.ENTER,Firefox,51_img.png
