Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,1,1648054945056,1,1029,231,1,NaN,Firefox,1_img.png
1,B,1,1648054945544,1,604,286,1,NaN,Firefox,2_img.png
1,C,1,1648054946501,0,488,641,NaN,key.ALT+key.TAB,Firefox,3_img.png
1,D,1,1648054947525,0,NaN,NaN,0,Illum,Firefox,4_img.png
2,A,1,1648054949135,1,856,261,1,NaN,Firefox,5_img.png
2,B,1,1648054949923,1,624,283,1,NaN,Firefox,6_img.png
2,C,1,1648054950907,0,154,465,NaN,key.ALT+key.TAB,Firefox,7_img.png
2,D,1,1648054952345,0,NaN,NaN,0,Cumque,Firefox,8_img.png
3,A,2,1648054953830,1,817,256,1,NaN,Firefox,9_img.png
3,B,2,1648054954168,1,1063,115,1,NaN,Firefox,10_img.png
3,E,2,1648054954502,0,NaN,NaN,NaN,maxime iste aliquid provident,Firefox,11_img.png
