Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,2,1648056405164,1,497,216,1,NaN,Firefox,1_img.png
1,B,2,1648056405629,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,2,1648056406160,0,953,157,NaN,Eaque,CRM,3_img.png
1,D,2,1648056406826,0,979,630,0,NaN,CRM,4_img.png
1,G,2,1648056410740,0,NaN,NaN,NaN,key.ENTER,Firefox,5_img.png
2,A,1,1648056410960,1,503,196,1,NaN,Firefox,6_img.png
2,B,1,1648056411175,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,7_img.png
2,C,1,1648056411697,0,956,145,NaN,Itaque,CRM,8_img.png
2,D,1,1648056412195,0,830,609,0,NaN,CRM,9_img.png
2,E,1,1648056414177,1,606,414,1,NaN,CRM,10_img.png
2,F,1,1648056414412,0,627,448,NaN,NaN,CRM,11_img.png
