Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,2,1648056583258,1,508,204,1,NaN,Firefox,1_img.png
1,B,2,1648056583468,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,2,1648056584081,0,952,150,NaN,Officia,CRM,3_img.png
1,D,2,1648056584983,0,989,637,0,NaN,CRM,4_img.png
1,G,2,1648056588386,0,NaN,NaN,NaN,key.ENTER,Firefox,5_img.png
2,A,2,1648056588792,1,502,206,1,NaN,Firefox,6_img.png
2,B,2,1648056589210,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,7_img.png
2,C,2,1648056590010,0,966,152,NaN,Saepe,CRM,8_img.png
2,D,2,1648056590942,0,887,610,0,NaN,CRM,9_img.png
2,G,2,1648056594290,0,NaN,NaN,NaN,key.ENTER,Firefox,10_img.png
3,A,1,1648056594502,1,499,198,1,NaN,Firefox,11_img.png
3,B,1,1648056594732,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,12_img.png
3,C,1,1648056595204,0,942,140,NaN,Nemo,CRM,13_img.png
3,D,1,1648056595664,0,874,628,0,NaN,CRM,14_img.png
3,E,1,1648056597625,1,637,425,1,NaN,CRM,15_img.png
3,F,1,1648056597841,0,660,438,NaN,NaN,CRM,16_img.png
4,A,1,1648056598058,1,514,200,1,NaN,Firefox,17_img.png
4,B,1,1648056598267,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,18_img.png
4,C,1,1648056598781,0,941,148,NaN,Non,CRM,19_img.png
4,D,1,1648056599255,0,871,635,0,NaN,CRM,20_img.png
4,E,1,1648056601168,1,599,437,1,NaN,CRM,21_img.png
4,F,1,1648056601368,0,598,431,NaN,NaN,CRM,22_img.png
5,A,1,1648056601569,1,507,200,1,NaN,Firefox,23_img.png
5,B,1,1648056601778,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,24_img.png
5,C,1,1648056602306,0,947,145,NaN,Rerum,CRM,25_img.png
5,D,1,1648056602773,0,956,623,0,NaN,CRM,26_img.png
5,E,1,1648056605197,1,657,422,1,NaN,CRM,27_img.png
5,F,1,1648056605982,0,636,444,NaN,NaN,CRM,28_img.png
6,A,2,1648056606487,1,514,214,1,NaN,Firefox,29_img.png
6,B,2,1648056606914,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,30_img.png
6,C,2,1648056607757,0,955,149,NaN,Sed,CRM,31_img.png
6,D,2,1648056608795,0,981,634,0,NaN,CRM,32_img.png
6,G,2,1648056612149,0,NaN,NaN,NaN,key.ENTER,Firefox,33_img.png
7,A,1,1648056612592,1,518,200,1,NaN,Firefox,34_img.png
7,B,1,1648056613063,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,35_img.png
7,C,1,1648056613795,0,947,150,NaN,Exercitationem,CRM,36_img.png
7,D,1,1648056614513,0,924,615,0,NaN,CRM,37_img.png
7,E,1,1648056616721,1,602,422,1,NaN,CRM,38_img.png
7,F,1,1648056616923,0,623,417,NaN,NaN,CRM,39_img.png
8,A,1,1648056617152,1,511,204,1,NaN,Firefox,40_img.png
