Case,Activity,Variant,Timestamp,MorKeyb,Coor_X,Coor_Y,Click,features.experiment.GUI_category.name.TextInput,NameApp,Screenshot
1,A,1,1648056228551,1,501,199,1,NaN,Firefox,1_img.png
1,B,1,1648056228908,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,2_img.png
1,C,1,1648056229741,0,966,160,NaN,Vero,CRM,3_img.png
1,D,1,1648056230616,0,939,615,0,NaN,CRM,4_img.png
1,E,1,1648056233814,1,658,441,1,NaN,CRM,5_img.png
1,F,1,1648056234022,0,645,424,NaN,NaN,CRM,6_img.png
2,A,2,1648056234232,1,512,191,1,NaN,Firefox,7_img.png
2,B,2,1648056234461,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,8_img.png
2,C,2,1648056234954,0,959,144,NaN,Nihil,CRM,9_img.png
2,D,2,1648056235312,0,930,612,0,NaN,CRM,10_img.png
2,G,2,1648056237336,0,NaN,NaN,NaN,key.ENTER,Firefox,11_img.png
3,A,1,1648056237540,1,510,193,1,NaN,Firefox,12_img.png
3,B,1,1648056237754,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,13_img.png
3,C,1,1648056238210,0,960,149,NaN,Quod,CRM,14_img.png
3,D,1,1648056238605,0,884,626,0,NaN,CRM,15_img.png
3,E,1,1648056240576,1,607,446,1,NaN,CRM,16_img.png
3,F,1,1648056240791,0,651,443,NaN,NaN,CRM,17_img.png
4,A,2,1648056241007,1,516,207,1,NaN,Firefox,18_img.png
4,B,2,1648056241215,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,19_img.png
4,C,2,1648056241683,0,943,149,NaN,Blanditiis,CRM,20_img.png
4,D,2,1648056242092,0,991,611,0,NaN,CRM,21_img.png
4,G,2,1648056244114,0,NaN,NaN,NaN,key.ENTER,Firefox,22_img.png
5,A,1,1648056244555,1,496,194,1,NaN,Firefox,23_img.png
5,B,1,1648056244924,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,24_img.png
5,C,1,1648056245559,0,940,145,NaN,Aliquam,CRM,25_img.png
5,D,1,1648056246201,0,990,630,0,NaN,CRM,26_img.png
5,E,1,1648056249336,1,606,417,1,NaN,CRM,27_img.png
5,F,1,1648056249729,0,671,427,NaN,NaN,CRM,28_img.png
6,A,1,1648056250053,1,520,198,1,NaN,Firefox,29_img.png
6,B,1,1648056250316,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,30_img.png
6,C,1,1648056250831,0,954,154,NaN,Tempora,CRM,31_img.png
6,D,1,1648056251535,0,919,621,0,NaN,CRM,32_img.png
6,E,1,1648056254945,1,658,429,1,NaN,CRM,33_img.png
6,F,1,1648056255234,0,609,437,NaN,NaN,CRM,34_img.png
7,A,2,1648056255462,1,521,202,1,NaN,Firefox,35_img.png
7,B,2,1648056255683,1,NaN,NaN,1,key.ALT+key.TAB,Firefox,36_img.png
